Tag	dynamicColors	mergedColors
TNFSF15	grey	grey
TNFSF4	blue	blue
TNFSF8	brown	brown
TNFSF9	grey	grey
TNIK	grey	grey
TNIP1	plum1	darkgreen
TNIP2	royalblue	darkgreen
TNIP3	violet	brown
TNK1	lightyellow	darkgreen
TNK2	lightpink4	darkgreen
TNKS	palevioletred3	palevioletred3
TNKS1BP1	darkolivegreen	darkgreen
TNKS2	floralwhite	darkgreen
TNNC1	grey	grey
TNNC2	grey	grey
TNNI1	grey	grey
TNNI2	grey	grey
TNNI3	grey	grey
TNNT1	grey	grey
TNNT2	grey	grey
TNNT3	grey	grey
TNPO1	saddlebrown	darkgreen
TNPO2	thistle2	salmon4
TNPO3	darkseagreen4	darkgreen
TNRC18	thistle1	darkgreen
TNRC6A	skyblue3	darkgreen
TNRC6B	grey60	darkgreen
TNRC6C	mediumpurple3	bisque4
TNS1	turquoise	darkgreen
TNS2	red	red
TNS3	turquoise	darkgreen
TNS4	blue	blue
TNXB	blue	blue
TOB1	bisque4	bisque4
TOB2	grey60	darkgreen
TOE1	yellow	yellow
TOGARAM1	greenyellow	darkgreen
TOLLIP	darkorange2	darkgreen
TOM1	grey60	darkgreen
TOM1L1	bisque4	bisque4
TOM1L2	turquoise	darkgreen
TOMM20	lightcyan	darkgreen
TOMM20L	grey	grey
TOMM22	grey	grey
TOMM34	orange	darkgreen
TOMM40	paleturquoise	paleturquoise
TOMM40L	turquoise	darkgreen
TOMM5	darkslateblue	darkslateblue
TOMM7	darkorange	darkorange
TOMM70	sienna3	darkgreen
TONSL	lavenderblush3	lavenderblush3
TOP1	turquoise	darkgreen
TOP1MT	lavenderblush3	lavenderblush3
TOP2A	yellow	yellow
TOP2B	purple	darkgreen
TOP3A	lightyellow	darkgreen
TOPBP1	sienna3	darkgreen
TOPORS	darkslateblue	darkslateblue
TOR1A	lightgreen	darkgreen
TOR1AIP1	lightcyan	darkgreen
TOR1AIP2	turquoise	darkgreen
TOR1B	lightgreen	darkgreen
TOR2A	lightgreen	darkgreen
TOR3A	grey	grey
TOR4A	lightgreen	darkgreen
TOX	grey	grey
TOX2	grey	grey
TOX3	grey	grey
TOX4	turquoise	darkgreen
TP53	grey	grey
TP53AIP1	green	green
TP53BP1	ivory	darkgreen
TP53BP2	lightcyan	darkgreen
TP53I11	grey	grey
TP53I13	darkturquoise	darkgreen
TP53I3	grey	grey
TP53INP1	turquoise	darkgreen
TP53INP2	blue	blue
TP53RK	orange	darkgreen
TP53TG3D	grey	grey
TP53TG5	orange	darkgreen
TP73	green	green
TPBG	grey	grey
TPBGL	grey	grey
TPCN1	black	darkgreen
TPCN2	darkolivegreen	darkgreen
TPD52	turquoise	darkgreen
TPD52L1	grey	grey
TPD52L2	orange	darkgreen
TPGS1	orangered4	orangered4
TPGS2	honeydew1	darkgreen
TPI1	brown4	brown4
TPK1	grey	grey
TPM1	blue	blue
TPM2	blue	blue
TPM3	turquoise	darkgreen
TPM4	salmon4	salmon4
TPMT	magenta	darkgreen
TPP1	brown	brown
TPP2	skyblue	darkgreen
TPPP	green	green
TPPP3	green	green
TPR	turquoise	darkgreen
TPRA1	sienna3	darkgreen
TPRG1	blue	blue
TPRG1L	pink	darkgreen
TPRKB	grey	grey
TPRN	lightgreen	darkgreen
TPSAB1	grey	grey
TPSB2	grey	grey
TPST1	turquoise	darkgreen
TPST2	brown	brown
TPT1	darkorange	darkorange
TPX2	yellow	yellow
TRA2A	thistle1	darkgreen
TRA2B	lightpink4	darkgreen
TRABD	grey60	darkgreen
TRABD2A	blue	blue
TRADD	brown	brown
TRAF1	brown	brown
TRAF2	lightgreen	darkgreen
TRAF3	greenyellow	darkgreen
TRAF3IP1	turquoise	darkgreen
TRAF3IP2	maroon	darkgreen
TRAF3IP3	brown	brown
TRAF4	darkturquoise	darkgreen
TRAF5	turquoise	darkgreen
TRAF6	darkorange2	darkgreen
TRAF7	lightsteelblue1	lightsteelblue1
TRAFD1	black	darkgreen
TRAIP	yellow	yellow
TRAK1	purple	darkgreen
TRAK2	steelblue	darkgreen
TRAM1	plum2	plum2
TRAM1L1	darkgreen	darkgreen
TRAM2	magenta	darkgreen
TRANK1	darkmagenta	darkmagenta
TRAP1	lightsteelblue1	lightsteelblue1
TRAPPC1	grey	grey
TRAPPC10	turquoise	darkgreen
TRAPPC11	darkgreen	darkgreen
TRAPPC12	turquoise	darkgreen
TRAPPC13	saddlebrown	darkgreen
TRAPPC2	salmon	darkgreen
TRAPPC2B	grey	grey
TRAPPC2L	darkorange	darkorange
TRAPPC3	grey	grey
TRAPPC4	yellowgreen	darkgreen
TRAPPC5	grey	grey
TRAPPC6A	grey	grey
TRAPPC6B	greenyellow	darkgreen
TRAPPC8	honeydew1	darkgreen
TRAPPC9	lavenderblush3	lavenderblush3
TRAT1	violet	brown
TRDMT1	turquoise	darkgreen
TREM1	brown	brown
TREM2	brown	brown
TREML1	brown	brown
TRERF1	turquoise	darkgreen
TREX2	grey	grey
TRIAP1	black	darkgreen
TRIB1	grey	grey
TRIB2	ivory	darkgreen
TRIB3	grey	grey
TRIL	blue	blue
TRIM11	turquoise	darkgreen
TRIM13	skyblue	darkgreen
TRIM14	darkmagenta	darkmagenta
TRIM15	grey	grey
TRIM16	grey	grey
TRIM16L	lightyellow	darkgreen
TRIM17	grey	grey
TRIM2	darkgreen	darkgreen
TRIM21	darkmagenta	darkmagenta
TRIM22	darkmagenta	darkmagenta
TRIM23	saddlebrown	darkgreen
TRIM24	darkseagreen4	darkgreen
TRIM25	turquoise	darkgreen
TRIM26	magenta	darkgreen
TRIM27	magenta	darkgreen
TRIM28	white	paleturquoise
TRIM29	grey	grey
TRIM3	darkorange2	darkgreen
TRIM31	grey	grey
TRIM32	midnightblue	darkgreen
TRIM33	turquoise	darkgreen
TRIM35	palevioletred3	palevioletred3
TRIM36	grey	grey
TRIM37	bisque4	bisque4
TRIM38	magenta	darkgreen
TRIM39	magenta	darkgreen
TRIM4	grey	grey
TRIM41	plum1	darkgreen
TRIM44	turquoise	darkgreen
TRIM45	turquoise	darkgreen
TRIM46	turquoise	darkgreen
TRIM47	grey	grey
TRIM5	darkorange2	darkgreen
TRIM50	grey	grey
TRIM52	red	red
TRIM54	grey	grey
TRIM56	orangered4	orangered4
TRIM58	grey	grey
TRIM59	grey	grey
TRIM6	turquoise	darkgreen
TRIM61	grey	grey
TRIM62	pink	darkgreen
TRIM65	mediumpurple3	bisque4
TRIM66	red	red
TRIM68	darkorange2	darkgreen
TRIM69	darkmagenta	darkmagenta
TRIM71	grey	grey
TRIM8	floralwhite	darkgreen
TRIO	turquoise	darkgreen
TRIOBP	grey	grey
TRIP10	orangered4	orangered4
TRIP11	greenyellow	darkgreen
TRIP12	turquoise	darkgreen
TRIP13	yellow	yellow
TRIP4	darkred	darkgreen
TRIP6	grey	grey
TRIQK	grey	grey
TRIR	thistle2	salmon4
TRIT1	pink	darkgreen
TRMO	midnightblue	darkgreen
TRMT1	thistle2	salmon4
TRMT10A	darkgreen	darkgreen
TRMT10B	darkslateblue	darkslateblue
TRMT10C	sienna3	darkgreen
TRMT11	lightcyan1	darkgreen
TRMT112	turquoise	darkgreen
TRMT12	plum2	plum2
TRMT13	red	red
TRMT1L	lightcyan	darkgreen
TRMT2A	grey60	darkgreen
TRMT2B	salmon	darkgreen
TRMT44	royalblue	darkgreen
TRMT5	greenyellow	darkgreen
TRMT6	navajowhite2	navajowhite2
TRMT61A	greenyellow	darkgreen
TRMT61B	cyan	darkgreen
TRMU	yellow	yellow
TRNAU1AP	grey	grey
TRNP1	grey	grey
TRNT1	purple	darkgreen
TRO	turquoise	darkgreen
TROAP	yellow	yellow
TRPC1	blue	blue
TRPC4AP	orange	darkgreen
TRPC6	blue	blue
TRPM2	brown	brown
TRPM4	grey	grey
TRPM5	grey	grey
TRPM7	ivory	darkgreen
TRPS1	brown	brown
TRPT1	turquoise	darkgreen
TRPV2	brown	brown
TRPV4	black	darkgreen
TRPV6	grey	grey
TRRAP	turquoise	darkgreen
TRUB1	floralwhite	darkgreen
TRUB2	lightgreen	darkgreen
TSACC	grey	grey
TSC1	lightgreen	darkgreen
TSC2	lightsteelblue1	lightsteelblue1
TSC22D1	skyblue	darkgreen
TSC22D2	sienna3	darkgreen
TSC22D3	blue	blue
TSC22D4	grey	grey
TSEN15	lightcyan	darkgreen
TSEN2	purple	darkgreen
TSEN34	white	paleturquoise
TSEN54	mediumpurple3	bisque4
TSFM	grey	grey
TSG101	darkorange2	darkgreen
TSGA10	green	green
TSHZ1	honeydew1	darkgreen
TSHZ2	grey	grey
TSHZ3	blue	blue
TSKU	blue	blue
TSN	turquoise	darkgreen
TSNARE1	lavenderblush3	lavenderblush3
TSNAX	lightcyan	darkgreen
TSNAXIP1	green	green
TSPAN1	grey	grey
TSPAN10	grey	grey
TSPAN11	blue	blue
TSPAN12	grey	grey
TSPAN13	grey	grey
TSPAN14	turquoise	darkgreen
TSPAN15	grey	grey
TSPAN17	plum1	darkgreen
TSPAN18	blue	blue
TSPAN2	blue	blue
TSPAN3	darkred	darkgreen
TSPAN31	grey	grey
TSPAN32	grey	grey
TSPAN33	grey	grey
TSPAN4	grey	grey
TSPAN5	blue	blue
TSPAN6	grey	grey
TSPAN7	grey	grey
TSPAN8	blue	blue
TSPAN9	brown4	brown4
TSPO	grey	grey
TSPOAP1	red	red
TSPYL1	lightcyan1	darkgreen
TSPYL2	red	red
TSPYL4	lightcyan1	darkgreen
TSPYL5	grey	grey
TSR1	lightyellow	darkgreen
TSR2	salmon	darkgreen
TSR3	lightsteelblue1	lightsteelblue1
TSSC4	darkorange2	darkgreen
TSSK3	red	red
TSSK4	red	red
TSSK6	salmon4	salmon4
TST	grey	grey
TSTA3	lavenderblush3	lavenderblush3
TSTD1	turquoise	darkgreen
TSTD2	midnightblue	darkgreen
TSTD3	maroon	darkgreen
TTBK2	red	red
TTC1	plum1	darkgreen
TTC12	yellowgreen	darkgreen
TTC13	lightcyan	darkgreen
TTC14	red	red
TTC16	green	green
TTC17	turquoise	darkgreen
TTC19	lightyellow	darkgreen
TTC21A	green	green
TTC21B	steelblue	darkgreen
TTC22	grey	grey
TTC23	darkred	darkgreen
TTC25	green	green
TTC26	darkseagreen4	darkgreen
TTC27	cyan	darkgreen
TTC28	turquoise	darkgreen
TTC3	turquoise	darkgreen
TTC30A	grey	grey
TTC30B	steelblue	darkgreen
TTC31	cyan	darkgreen
TTC32	grey	grey
TTC33	turquoise	darkgreen
TTC34	red	red
TTC36	grey	grey
TTC37	saddlebrown	darkgreen
TTC38	grey60	darkgreen
TTC39A	grey	grey
TTC39B	darkslateblue	darkslateblue
TTC39C	grey	grey
TTC4	turquoise	darkgreen
TTC5	grey	grey
TTC7A	turquoise	darkgreen
TTC7B	greenyellow	darkgreen
TTC8	greenyellow	darkgreen
TTC9	grey	grey
TTC9C	grey	grey
TTF1	lightgreen	darkgreen
TTF2	turquoise	darkgreen
TTI1	orange	darkgreen
TTI2	palevioletred3	palevioletred3
TTK	yellow	yellow
TTL	turquoise	darkgreen
TTLL1	grey60	darkgreen
TTLL10	green	green
TTLL11	midnightblue	darkgreen
TTLL12	grey60	darkgreen
TTLL3	red	red
TTLL4	turquoise	darkgreen
TTLL5	greenyellow	darkgreen
TTLL7	grey	grey
TTLL9	green	green
TTPA	grey	grey
TTPAL	orange	darkgreen
TTYH1	grey	grey
TTYH2	turquoise	darkgreen
TTYH3	turquoise	darkgreen
TUB	turquoise	darkgreen
TUBA1A	grey	grey
TUBA1B	yellow	yellow
TUBA1C	yellow	yellow
TUBA3D	grey	grey
TUBA4A	grey	grey
TUBA4B	green	green
TUBB	magenta	darkgreen
TUBB2A	blue	blue
TUBB2B	black	darkgreen
TUBB3	grey	grey
TUBB4A	grey	grey
TUBB4B	lightgreen	darkgreen
TUBB6	blue	blue
TUBD1	bisque4	bisque4
TUBE1	lightcyan1	darkgreen
TUBG1	darkturquoise	darkgreen
TUBG2	red	red
TUBGCP2	turquoise	darkgreen
TUBGCP3	skyblue	darkgreen
TUBGCP4	ivory	darkgreen
TUBGCP5	ivory	darkgreen
TUBGCP6	grey60	darkgreen
TUFM	skyblue3	darkgreen
TUFT1	turquoise	darkgreen
TULP1	magenta	darkgreen
TULP3	brown4	brown4
TULP4	lightcyan1	darkgreen
TUNAR	grey	grey
TUSC1	grey	grey
TUSC2	grey	grey
TUSC3	palevioletred3	palevioletred3
TUT1	darkolivegreen	darkgreen
TUT4	turquoise	darkgreen
TUT7	midnightblue	darkgreen
TVP23A	grey	grey
TVP23B	lightyellow	darkgreen
TWF1	black	darkgreen
TWF2	purple	darkgreen
TWIST1	blue	blue
TWIST2	blue	blue
TWISTNB	thistle1	darkgreen
TWNK	floralwhite	darkgreen
TWSG1	steelblue	darkgreen
TXK	grey	grey
TXLNA	pink	darkgreen
TXLNB	grey	grey
TXLNG	salmon	darkgreen
TXN	grey	grey
TXN2	grey	grey
TXNDC11	skyblue3	darkgreen
TXNDC12	turquoise	darkgreen
TXNDC15	saddlebrown	darkgreen
TXNDC16	greenyellow	darkgreen
TXNDC17	grey	grey
TXNDC5	turquoise	darkgreen
TXNDC9	grey	grey
TXNIP	turquoise	darkgreen
TXNL1	honeydew1	darkgreen
TXNL4A	grey	grey
TXNL4B	tan	darkgreen
TXNRD1	black	darkgreen
TXNRD2	grey60	darkgreen
TXNRD3	grey	grey
TYK2	thistle2	salmon4
TYMP	brown	brown
TYMS	yellow	yellow
TYRO3	ivory	darkgreen
TYROBP	brown	brown
TYRP1	grey	grey
TYSND1	grey	grey
TYW1	turquoise	darkgreen
TYW1B	grey	grey
TYW3	grey	grey
TYW5	steelblue	darkgreen
U2AF1	grey	grey
U2AF1L4	darkgrey	darkgrey
U2AF2	white	paleturquoise
U2SURP	red	red
UACA	darkred	darkgreen
UAP1	turquoise	darkgreen
UAP1L1	lightgreen	darkgreen
UBA1	turquoise	darkgreen
UBA2	darkgrey	darkgrey
UBA3	purple	darkgreen
UBA5	sienna3	darkgreen
UBA52	darkorange	darkorange
UBA6	royalblue	darkgreen
UBA7	darkmagenta	darkmagenta
UBAC1	lightgreen	darkgreen
UBAC2	skyblue	darkgreen
UBALD1	lightsteelblue1	lightsteelblue1
UBALD2	mediumpurple3	bisque4
UBAP1	darkslateblue	darkslateblue
UBAP1L	red	red
UBAP2	darkslateblue	darkslateblue
UBAP2L	turquoise	darkgreen
UBASH3A	violet	brown
UBASH3B	grey	grey
UBB	grey	grey
UBC	turquoise	darkgreen
UBD	violet	brown
UBE2A	salmon	darkgreen
UBE2B	grey	grey
UBE2C	yellow	yellow
UBE2D1	grey	grey
UBE2D2	plum1	darkgreen
UBE2D3	darkgreen	darkgreen
UBE2D4	grey	grey
UBE2E1	grey	grey
UBE2E2	grey	grey
UBE2E3	steelblue	darkgreen
UBE2F	turquoise	darkgreen
UBE2G1	lightyellow	darkgreen
UBE2G2	turquoise	darkgreen
UBE2H	darkseagreen4	darkgreen
UBE2I	lightsteelblue1	lightsteelblue1
UBE2J1	maroon	darkgreen
UBE2J2	pink	darkgreen
UBE2K	royalblue	darkgreen
UBE2L3	grey60	darkgreen
UBE2L6	darkmagenta	darkmagenta
UBE2M	white	paleturquoise
UBE2N	black	darkgreen
UBE2O	mediumpurple3	bisque4
UBE2Q1	turquoise	darkgreen
UBE2Q2	darkred	darkgreen
UBE2QL1	blue	blue
UBE2R2	darkslateblue	darkslateblue
UBE2S	yellow	yellow
UBE2T	yellow	yellow
UBE2V1	orange	darkgreen
UBE2V2	yellow	yellow
UBE2W	plum2	plum2
UBE2Z	bisque4	bisque4
UBE3A	ivory	darkgreen
UBE3B	black	darkgreen
UBE3C	darkseagreen4	darkgreen
UBE3D	maroon	darkgreen
UBE4A	yellowgreen	darkgreen
UBE4B	pink	darkgreen
UBFD1	skyblue3	darkgreen
UBIAD1	pink	darkgreen
UBL3	skyblue	darkgreen
UBL4A	grey	grey
UBL5	thistle2	salmon4
UBL7	darkred	darkgreen
UBLCP1	plum1	darkgreen
UBN1	lightsteelblue1	lightsteelblue1
UBN2	darkseagreen4	darkgreen
UBOX5	navajowhite2	navajowhite2
UBP1	purple	darkgreen
UBQLN1	midnightblue	darkgreen
UBQLN2	salmon	darkgreen
UBQLN4	turquoise	darkgreen
UBQLNL	grey	grey
UBR1	ivory	darkgreen
UBR2	magenta	darkgreen
UBR3	steelblue	darkgreen
UBR4	pink	darkgreen
UBR5	plum2	plum2
UBR7	greenyellow	darkgreen
UBTD1	floralwhite	darkgreen
UBTD2	plum1	darkgreen
UBTF	darkturquoise	darkgreen
UBXN1	grey	grey
UBXN10	green	green
UBXN11	green	green
UBXN2A	cyan	darkgreen
UBXN2B	turquoise	darkgreen
UBXN4	turquoise	darkgreen
UBXN6	orangered4	orangered4
UBXN7	lightpink4	darkgreen
UBXN8	palevioletred3	palevioletred3
UCHL1	grey	grey
UCHL3	darkorange	darkorange
UCHL5	lightcyan	darkgreen
UCK1	lightgreen	darkgreen
UCK2	grey	grey
UCKL1	orange	darkgreen
UCN	grey	grey
UCP2	grey	grey
UCP3	red	red
UEVLD	darkorange2	darkgreen
UFC1	darkorange	darkorange
UFD1	grey60	darkgreen
UFL1	maroon	darkgreen
UFM1	skyblue	darkgreen
UFSP1	grey	grey
UFSP2	darkgreen	darkgreen
UGCG	midnightblue	darkgreen
UGDH	royalblue	darkgreen
UGGT1	turquoise	darkgreen
UGGT2	skyblue	darkgreen
UGP2	cyan	darkgreen
UGT2B7	grey	grey
UGT8	grey	grey
UHMK1	lightcyan	darkgreen
UHRF1	yellow	yellow
UHRF1BP1	magenta	darkgreen
UHRF1BP1L	black	darkgreen
UHRF2	darkslateblue	darkslateblue
UIMC1	plum1	darkgreen
ULBP2	grey	grey
ULBP3	turquoise	darkgreen
ULK1	black	darkgreen
ULK2	lightyellow	darkgreen
ULK4	purple	darkgreen
UMAD1	thistle1	darkgreen
UMPS	sienna3	darkgreen
UNC119	darkturquoise	darkgreen
UNC119B	black	darkgreen
UNC13B	darkslateblue	darkslateblue
UNC13D	brown	brown
UNC45A	darkred	darkgreen
UNC50	grey	grey
UNC5A	grey	grey
UNC5B	blue	blue
UNC5C	blue	blue
UNC5CL	red	red
UNC93A	grey	grey
UNC93B1	darkmagenta	darkmagenta
UNG	black	darkgreen
UNK	mediumpurple3	bisque4
UNKL	lightsteelblue1	lightsteelblue1
UPF1	salmon4	salmon4
UPF2	turquoise	darkgreen
UPF3A	skyblue	darkgreen
UPF3B	steelblue	darkgreen
UPK1A	grey	grey
UPK1B	grey	grey
UPK2	grey	grey
UPK3B	grey	grey
UPK3BL1	grey	grey
UPP1	brown	brown
UPRT	salmon	darkgreen
UQCC1	orange	darkgreen
UQCC2	magenta	darkgreen
UQCC3	grey	grey
UQCR10	turquoise	darkgreen
UQCR11	turquoise	darkgreen
UQCRB	darkorange	darkorange
UQCRC1	grey	grey
UQCRC2	skyblue3	darkgreen
UQCRFS1	grey	grey
UQCRH	grey	grey
UQCRHL	grey	grey
UQCRQ	turquoise	darkgreen
URB1	turquoise	darkgreen
URB2	lightcyan	darkgreen
URGCP	thistle1	darkgreen
URI1	grey	grey
URM1	lightgreen	darkgreen
UROD	grey	grey
UROS	grey	grey
USB1	tan	darkgreen
USE1	salmon4	salmon4
USF1	grey	grey
USF2	darkgrey	darkgrey
USF3	turquoise	darkgreen
USHBP1	grey	grey
USO1	royalblue	darkgreen
USP1	yellow	yellow
USP10	tan	darkgreen
USP11	turquoise	darkgreen
USP12	skyblue	darkgreen
USP13	turquoise	darkgreen
USP14	turquoise	darkgreen
USP15	black	darkgreen
USP16	turquoise	darkgreen
USP18	darkmagenta	darkmagenta
USP19	purple	darkgreen
USP2	yellowgreen	darkgreen
USP20	lightgreen	darkgreen
USP21	turquoise	darkgreen
USP22	lightyellow	darkgreen
USP24	turquoise	darkgreen
USP25	turquoise	darkgreen
USP27X	salmon	darkgreen
USP28	yellowgreen	darkgreen
USP3	darkred	darkgreen
USP30	black	darkgreen
USP31	skyblue3	darkgreen
USP32	bisque4	bisque4
USP33	turquoise	darkgreen
USP34	turquoise	darkgreen
USP35	grey	grey
USP37	turquoise	darkgreen
USP38	darkgreen	darkgreen
USP39	cyan	darkgreen
USP4	purple	darkgreen
USP40	turquoise	darkgreen
USP42	thistle1	darkgreen
USP43	lightyellow	darkgreen
USP44	grey	grey
USP45	maroon	darkgreen
USP46	royalblue	darkgreen
USP47	darkorange2	darkgreen
USP48	pink	darkgreen
USP49	magenta	darkgreen
USP5	brown4	brown4
USP51	grey	grey
USP53	green	green
USP54	turquoise	darkgreen
USP6NL	turquoise	darkgreen
USP7	skyblue3	darkgreen
USP8	ivory	darkgreen
USP9X	salmon	darkgreen
USPL1	skyblue	darkgreen
UST	turquoise	darkgreen
UTP11	pink	darkgreen
UTP14A	salmon	darkgreen
UTP14C	skyblue	darkgreen
UTP15	saddlebrown	darkgreen
UTP18	bisque4	bisque4
UTP20	black	darkgreen
UTP23	plum2	plum2
UTP25	lightcyan	darkgreen
UTP3	royalblue	darkgreen
UTP4	tan	darkgreen
UTP6	darkturquoise	darkgreen
UTRN	lightcyan1	darkgreen
UVRAG	turquoise	darkgreen
UVSSA	royalblue	darkgreen
UXS1	turquoise	darkgreen
UXT	turquoise	darkgreen
VAC14	tan	darkgreen
VAMP1	red	red
VAMP2	lightyellow	darkgreen
VAMP3	pink	darkgreen
VAMP4	lightcyan	darkgreen
VAMP5	brown	brown
VAMP7	salmon	darkgreen
VAMP8	turquoise	darkgreen
VANGL1	turquoise	darkgreen
VANGL2	lightcyan	darkgreen
VAPA	turquoise	darkgreen
VAPB	orange	darkgreen
VARS2	magenta	darkgreen
VASH1	brown	brown
VASH2	lightcyan	darkgreen
VASN	lightsteelblue1	lightsteelblue1
VASP	paleturquoise	paleturquoise
VAT1	darkturquoise	darkgreen
VAT1L	blue	blue
VAV1	brown	brown
VAV2	lightgreen	darkgreen
VAV3	grey	grey
VAX2	grey	grey
VBP1	salmon	darkgreen
VCAM1	blue	blue
VCAN	blue	blue
VCL	turquoise	darkgreen
VCP	darkslateblue	darkslateblue
VCPIP1	turquoise	darkgreen
VCPKMT	greenyellow	darkgreen
VDAC1	plum1	darkgreen
VDAC2	grey	grey
VDAC3	grey	grey
VDR	brown	brown
VEGFA	grey	grey
VEGFB	grey	grey
VEGFC	blue	blue
VENTX	brown	brown
VEPH1	grey	grey
VEZF1	bisque4	bisque4
VEZT	black	darkgreen
VGF	grey	grey
VGLL1	grey	grey
VGLL3	blue	blue
VGLL4	purple	darkgreen
VHL	purple	darkgreen
VILL	grey	grey
VIM	blue	blue
VIPAS39	greenyellow	darkgreen
VIPR1	grey	grey
VIPR2	grey	grey
VIRMA	plum2	plum2
VKORC1	grey	grey
VKORC1L1	turquoise	darkgreen
VLDLR	darkslateblue	darkslateblue
VMA21	salmon	darkgreen
VMAC	orangered4	orangered4
VMO1	brown	brown
VMP1	bisque4	bisque4
VN1R1	white	paleturquoise
VNN1	brown	brown
VNN2	brown	brown
VNN3	grey	grey
VOPP1	turquoise	darkgreen
VPREB3	grey	grey
VPS11	yellowgreen	darkgreen
VPS13A	midnightblue	darkgreen
VPS13B	plum2	plum2
VPS13C	darkred	darkgreen
VPS13D	pink	darkgreen
VPS16	navajowhite2	navajowhite2
VPS18	ivory	darkgreen
VPS25	darkturquoise	darkgreen
VPS26A	turquoise	darkgreen
VPS26B	yellowgreen	darkgreen
VPS26C	turquoise	darkgreen
VPS28	lavenderblush3	lavenderblush3
VPS29	black	darkgreen
VPS33A	black	darkgreen
VPS33B	darkred	darkgreen
VPS35	tan	darkgreen
VPS35L	skyblue3	darkgreen
VPS36	skyblue	darkgreen
VPS37A	palevioletred3	palevioletred3
VPS37B	black	darkgreen
VPS37C	darkolivegreen	darkgreen
VPS37D	grey	grey
VPS39	ivory	darkgreen
VPS41	thistle1	darkgreen
VPS45	turquoise	darkgreen
VPS4A	tan	darkgreen
VPS4B	honeydew1	darkgreen
VPS50	turquoise	darkgreen
VPS51	darkolivegreen	darkgreen
VPS52	magenta	darkgreen
VPS53	lightyellow	darkgreen
VPS54	cyan	darkgreen
VPS72	grey	grey
VPS8	lightpink4	darkgreen
VPS9D1	tan	darkgreen
VRK1	yellow	yellow
VRK2	cyan	darkgreen
VRK3	paleturquoise	paleturquoise
VSIG10	black	darkgreen
VSIG10L	grey	grey
VSIG2	grey	grey
VSIG4	brown	brown
VSIG8	grey	grey
VSIR	brown	brown
VSNL1	blue	blue
VSTM1	grey	grey
VSTM2L	blue	blue
VSTM4	blue	blue
VTA1	lightcyan1	darkgreen
VTCN1	grey	grey
VTI1A	floralwhite	darkgreen
VTI1B	greenyellow	darkgreen
VTN	blue	blue
VWA1	grey	grey
VWA2	turquoise	darkgreen
VWA3A	green	green
VWA5A	grey	grey
VWA7	green	green
VWA8	skyblue	darkgreen
VWCE	grey	grey
VWDE	grey	grey
VWF	blue	blue
WAC	turquoise	darkgreen
WAPL	floralwhite	darkgreen
WARS2	grey	grey
WAS	brown	brown
WASF1	maroon	darkgreen
WASF2	pink	darkgreen
WASF3	skyblue	darkgreen
WASHC1	red	red
WASHC2A	turquoise	darkgreen
WASHC2C	turquoise	darkgreen
WASHC3	grey	grey
WASHC4	black	darkgreen
WASHC5	plum2	plum2
WASL	darkseagreen4	darkgreen
WBP1	cyan	darkgreen
WBP11	brown4	brown4
WBP1L	floralwhite	darkgreen
WBP2	mediumpurple3	bisque4
WBP2NL	grey	grey
WBP4	skyblue	darkgreen
WDCP	cyan	darkgreen
WDFY1	turquoise	darkgreen
WDFY2	skyblue	darkgreen
WDFY3	darkgreen	darkgreen
WDFY4	brown	brown
WDHD1	yellow	yellow
WDPCP	cyan	darkgreen
WDR1	royalblue	darkgreen
WDR11	turquoise	darkgreen
WDR12	steelblue	darkgreen
WDR13	grey	grey
WDR18	orangered4	orangered4
WDR19	royalblue	darkgreen
WDR20	greenyellow	darkgreen
WDR24	lightsteelblue1	lightsteelblue1
WDR25	greenyellow	darkgreen
WDR26	lightcyan	darkgreen
WDR27	lightcyan1	darkgreen
WDR3	turquoise	darkgreen
WDR31	midnightblue	darkgreen
WDR33	turquoise	darkgreen
WDR34	lightgreen	darkgreen
WDR35	cyan	darkgreen
WDR36	saddlebrown	darkgreen
WDR37	turquoise	darkgreen
WDR38	green	green
WDR4	turquoise	darkgreen
WDR41	saddlebrown	darkgreen
WDR43	cyan	darkgreen
WDR44	salmon	darkgreen
WDR45	grey	grey
WDR45B	mediumpurple3	bisque4
WDR46	magenta	darkgreen
WDR47	turquoise	darkgreen
WDR48	purple	darkgreen
WDR49	green	green
WDR5	lightgreen	darkgreen
WDR53	lightpink4	darkgreen
WDR54	green	green
WDR55	plum1	darkgreen
WDR59	tan	darkgreen
WDR5B	sienna3	darkgreen
WDR6	purple	darkgreen
WDR60	darkseagreen4	darkgreen
WDR61	darkred	darkgreen
WDR62	yellow	yellow
WDR63	green	green
WDR66	green	green
WDR7	honeydew1	darkgreen
WDR70	turquoise	darkgreen
WDR72	grey	grey
WDR73	darkred	darkgreen
WDR74	grey	grey
WDR75	steelblue	darkgreen
WDR76	yellow	yellow
WDR77	grey	grey
WDR78	green	green
WDR81	lightyellow	darkgreen
WDR82	purple	darkgreen
WDR83	thistle2	salmon4
WDR83OS	thistle2	salmon4
WDR86	grey	grey
WDR88	darkgrey	darkgrey
WDR89	greenyellow	darkgreen
WDR90	lightsteelblue1	lightsteelblue1
WDR91	darkseagreen4	darkgreen
WDR93	green	green
WDR97	lavenderblush3	lavenderblush3
WDSUB1	steelblue	darkgreen
WDTC1	pink	darkgreen
WDYHV1	plum2	plum2
WEE1	darkorange2	darkgreen
WFDC1	grey	grey
WFDC2	grey	grey
WFDC3	grey	grey
